event_uid,chunk_id,chunk_text,titre,description,date,lieu,ville,latitude,longitude,type_evenement
90057933,90057933_0,"Événement : Les Croods. Ciné plein air / Animation, C. Sanders et K. DeMicco, 2013, 1h38 / Organisé par le Centre culturel Henri-Desbals / Dans le cadre d’Un été à la croisée des parcs Date : 09/07/2026. Lieu : Parc de la Faourette, Toulouse. Catégorie : {'fr': ['henri-desbals', 'CineSousLesEtoiles2026']}.",Les Croods,"Ciné plein air / Animation, C. Sanders et K. DeMicco, 2013, 1h38 / Organisé par le Centre culturel Henri-Desbals / Dans le cadre d’Un été à la croisée des parcs",09/07/2026,Parc de la Faourette,Toulouse,43.579739,1.415883,"{'fr': ['henri-desbals', 'CineSousLesEtoiles2026']}"
28939915,28939915_0,"Événement : Été en courts. Ciné plein air / Organisé par le Centre culturel Bonnefoy / En partenariat avec Séquence Court-Métrage / Dès 8 ans Date : 09/07/2026. Lieu : Jardin Michelet, Toulouse. Catégorie : {'fr': ['bonnefoy', 'CineSousLesEtoiles2026']}.",Été en courts,Ciné plein air / Organisé par le Centre culturel Bonnefoy / En partenariat avec Séquence Court-Métrage / Dès 8 ans,09/07/2026,Jardin Michelet,Toulouse,43.620282,1.457388,"{'fr': ['bonnefoy', 'CineSousLesEtoiles2026']}"
33209842,33209842_0,"Événement : Trio Manga Rosa. Musique - Dans le cadre des Estival’Ouest Date : 15/07/2026. Lieu : ZAC Saint Martin, rue Gilbert Defer, Toulouse. Catégorie : {'fr': ['bordeblanche']}.",Trio Manga Rosa,Musique - Dans le cadre des Estival’Ouest,15/07/2026,"ZAC Saint Martin, rue Gilbert Defer",Toulouse,43.598107,1.368752,{'fr': ['bordeblanche']}
5476586,5476586_0,"Événement : De Candilis à Satie. Conférence / Dans le cadre d'Un été au bord du Lac / En partenariat avec En Quête de Patrimoine Date : 16/07/2026. Lieu : Place André-Abbal, Toulouse. Catégorie : {'fr': ['reynerie']}.",De Candilis à Satie,Conférence / Dans le cadre d'Un été au bord du Lac / En partenariat avec En Quête de Patrimoine,16/07/2026,Place André-Abbal,Toulouse,43.570954,1.402722,{'fr': ['reynerie']}
17415915,17415915_0,"Événement : Le Chant de la mer. Ciné plein air / Animation, T. Moore, 2014, 1h33 / Organisé par le Centre culturel Reynerie / Dans le cadre d’Un été au bord du lac / Dès 5 ans Date : 16/07/2026. Lieu : Base nautique et de loisirs de la Reynerie, Toulouse. Catégorie : {'fr': ['reynerie', 'CineSousLesEtoiles2026']}.",Le Chant de la mer,"Ciné plein air / Animation, T. Moore, 2014, 1h33 / Organisé par le Centre culturel Reynerie / Dans le cadre d’Un été au bord du lac / Dès 5 ans",16/07/2026,Base nautique et de loisirs de la Reynerie,Toulouse,43.571839,1.400706,"{'fr': ['reynerie', 'CineSousLesEtoiles2026']}"
77214694,77214694_0,"Événement : [FILM REMPLACÉ] L’été de Kikujiro. Ciné plein air / Organisé par le Centre culturel Bonnefoy / En partenariat avec La Forêt Électrique Date : 17/07/2026. Lieu : Jardin Michelet, Toulouse. Catégorie : {'fr': ['bonnefoy', 'CineSousLesEtoiles2026']}.",[FILM REMPLACÉ] L’été de Kikujiro,Ciné plein air / Organisé par le Centre culturel Bonnefoy / En partenariat avec La Forêt Électrique,17/07/2026,Jardin Michelet,Toulouse,43.620282,1.457388,"{'fr': ['bonnefoy', 'CineSousLesEtoiles2026']}"
20355594,20355594_0,"Événement : Ocre. Arts de la rue / Cie StaceviT / Dans le cadre des Artistes en plein air Date : 21/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.",Ocre,Arts de la rue / Cie StaceviT / Dans le cadre des Artistes en plein air,21/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
52803101,52803101_0,"Événement : Le Barry en chanté. Théâtre & musique - Dans le cadre des Estival’Ouest, en partenariat avec le festival Zikozilo Date : 22/07/2026. Lieu : Jardin du Barry, Toulouse. Catégorie : {'fr': ['bordeblanche']}.",Le Barry en chanté,"Théâtre & musique - Dans le cadre des Estival’Ouest, en partenariat avec le festival Zikozilo",22/07/2026,Jardin du Barry,Toulouse,43.597143,1.403026,{'fr': ['bordeblanche']}
65685909,65685909_0,"Événement : ARCO. Ciné plein air / Animation, Ugo Bienvenu & Félix de Givry, 2025, 1h29 / Organisé par le Centre culturel Renan / En partenariat avec le cinéma Utopia Borderouge / Dès 8 ans Date : 22/07/2026. Lieu : square Niboul, Toulouse. Catégorie : {'fr': ['renan', 'CineSousLesEtoiles2026']}.",ARCO,"Ciné plein air / Animation, Ugo Bienvenu & Félix de Givry, 2025, 1h29 / Organisé par le Centre culturel Renan / En partenariat avec le cinéma Utopia Borderouge / Dès 8 ans",22/07/2026,square Niboul,Toulouse,43.638822,1.448367,"{'fr': ['renan', 'CineSousLesEtoiles2026']}"
31566499,31566499_0,"Événement : Tempête de boulettes géantes. Ciné plein air / Animation, P. Lord et C. Miller, 2009, 1h30 / Organisé par le Centre culturel Henri-Desbals / Dans le cadre d’Un été à la croisée des parcs Date : 23/07/2026. Lieu : Parc des Merlettes, Toulouse. Catégorie : {'fr': ['henri-desbals', 'CineSousLesEtoiles2026']}.",Tempête de boulettes géantes,"Ciné plein air / Animation, P. Lord et C. Miller, 2009, 1h30 / Organisé par le Centre culturel Henri-Desbals / Dans le cadre d’Un été à la croisée des parcs",23/07/2026,Parc des Merlettes,Toulouse,43.576111,1.412214,"{'fr': ['henri-desbals', 'CineSousLesEtoiles2026']}"
24573099,24573099_0,"Événement : Mel, Cernia et Lilo. Musique - 1 soirée - 3 groupes - Dans le cadre des Artistes en plein air et Opus Musique Date : 28/07/2026. Lieu : Centre culturel La Brique Rouge, Toulouse.","Mel, Cernia et Lilo",Musique - 1 soirée - 3 groupes - Dans le cadre des Artistes en plein air et Opus Musique,28/07/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,
66136458,66136458_0,"Événement : Kuzco, l'empereur mégalo. Ciné plein air / Animation, M. Dindal, 2000, 1h18 / Organisé par le Centre culturel Reynerie / Dans le cadre d’Un été au bord du lac Date : 30/07/2026. Lieu : Base nautique et de loisirs de la Reynerie, Toulouse. Catégorie : {'fr': ['reynerie', 'CineSousLesEtoiles2026']}.","Kuzco, l'empereur mégalo","Ciné plein air / Animation, M. Dindal, 2000, 1h18 / Organisé par le Centre culturel Reynerie / Dans le cadre d’Un été au bord du lac",30/07/2026,Base nautique et de loisirs de la Reynerie,Toulouse,43.571839,1.400706,"{'fr': ['reynerie', 'CineSousLesEtoiles2026']}"
8936450,8936450_0,"Événement : En parallèle. Cirque / Cie Alchymère / Dans le cadre des Estival’Ouest Date : 26/08/2026. Lieu : Place des Pradettes, Toulouse. Catégorie : {'fr': ['ToutUnCirque2026', 'bordeblanche']}.",En parallèle,Cirque / Cie Alchymère / Dans le cadre des Estival’Ouest,26/08/2026,Place des Pradettes,Toulouse,43.581818,1.388003,"{'fr': ['ToutUnCirque2026', 'bordeblanche']}"
21842506,21842506_0,"Événement : Ateliers d’écoutes radiophoniques. En partenariat avec Radio FMR Date : 11/03/2026. Lieu : Centre culturel Bellegarde, Toulouse.",Ateliers d’écoutes radiophoniques,En partenariat avec Radio FMR,11/03/2026,Centre culturel Bellegarde,Toulouse,43.608497,1.444499,
66911063,66911063_0,"Événement : O peso da Terra - Le poids de la terre. Exposition / Aurélie Jouandon Date : 09/03/2026. Lieu : Centre culturel Alban-Minville, Toulouse.",O peso da Terra - Le poids de la terre,Exposition / Aurélie Jouandon,09/03/2026,Centre culturel Alban-Minville,Toulouse,43.564568,1.399079,
66560113,66560113_0,"Événement : Le Grand Méchant frisson. Jeune public - Collectif Projet.PDF - En complicité avec La Direction de l’Éducation de la Mairie de Toulouse Date : 20/05/2026. Lieu : Centre Culturel Théâtre des Mazades, Toulouse. Catégorie : {'fr': ['ToutUnCirque2026']}.",Le Grand Méchant frisson,Jeune public - Collectif Projet.PDF - En complicité avec La Direction de l’Éducation de la Mairie de Toulouse,20/05/2026,Centre Culturel Théâtre des Mazades,Toulouse,43.623787,1.438561,{'fr': ['ToutUnCirque2026']}
1805153,1805153_0,"Événement : Soirée de sélection #5 Décroche le Son !. Tremplin musical Date : 19/05/2026. Lieu : Centre culturel Soupetard, Toulouse. Catégorie : {'fr': ['DLS2026']}.",Soirée de sélection #5 Décroche le Son !,Tremplin musical,19/05/2026,Centre culturel Soupetard,Toulouse,43.614276,1.474568,{'fr': ['DLS2026']}
35567603,35567603_0,"Événement : 15m2. Cirque jeune public - Cie Le Poil Flou - Proposé par le Centre culturel Bonnefoy Date : 19/05/2026. Lieu : Jardin Michelet, Toulouse. Catégorie : {'fr': ['bonnefoy', 'ToutUnCirque2026']}.",15m2,Cirque jeune public - Cie Le Poil Flou - Proposé par le Centre culturel Bonnefoy,19/05/2026,Jardin Michelet,Toulouse,43.620282,1.457388,"{'fr': ['bonnefoy', 'ToutUnCirque2026']}"
51719434,51719434_0,"Événement : Prenez-garde. Musique / En partenariat avec Campus FM Date : 17/03/2026. Lieu : Centre culturel Bellegarde, Toulouse.",Prenez-garde,Musique / En partenariat avec Campus FM,17/03/2026,Centre culturel Bellegarde,Toulouse,43.608497,1.444499,
45116721,45116721_0,"Événement : Soirée de sélection #4 Décroche le Son !. Tremplin musical Date : 12/05/2026. Lieu : Centre Culturel Théâtre des Mazades, Toulouse. Catégorie : {'fr': ['DLS2026']}.",Soirée de sélection #4 Décroche le Son !,Tremplin musical,12/05/2026,Centre Culturel Théâtre des Mazades,Toulouse,43.623787,1.438561,{'fr': ['DLS2026']}
212593,212593_0,"Événement : Europe. Théâtre - Cie Ah ! Le Destin - 1ère du spectacle - Dans le cadre du Mois de l’Europe Date : 12/05/2026. Lieu : Centre culturel Bonnefoy, Toulouse.",Europe,Théâtre - Cie Ah ! Le Destin - 1ère du spectacle - Dans le cadre du Mois de l’Europe,12/05/2026,Centre culturel Bonnefoy,Toulouse,43.61631,1.453587,
32784749,32784749_0,"Événement : Soirée de sélection #3 Décroche le Son !. Tremplin musical Date : 11/05/2026. Lieu : Centre culturel Renan, Toulouse. Catégorie : {'fr': ['DLS2026']}.",Soirée de sélection #3 Décroche le Son !,Tremplin musical,11/05/2026,Centre culturel Renan,Toulouse,43.636404,1.442497,{'fr': ['DLS2026']}
22415990,22415990_0,"Événement : Quatre pattes. Exposition illustration jeunesse Date : 20/03/2026. Lieu : Centre culturel Bonnefoy, Toulouse.",Quatre pattes,Exposition illustration jeunesse,20/03/2026,Centre culturel Bonnefoy,Toulouse,43.61631,1.453587,
23920766,23920766_0,"Événement : Soirée de sélection #2 Décroche le Son !. Tremplin musical Date : 07/05/2026. Lieu : Centre culturel Alban-Minville, Toulouse. Catégorie : {'fr': ['DLS2026']}.",Soirée de sélection #2 Décroche le Son !,Tremplin musical,07/05/2026,Centre culturel Alban-Minville,Toulouse,43.564568,1.399079,{'fr': ['DLS2026']}
70615031,70615031_0,"Événement : Rien à voir. Danse contemporaine / Sortie de résidence / Cie Ô HaZart | Avec Mostafa Ahbourrou Date : 07/05/2026. Lieu : Centre culturel Renan, Toulouse.",Rien à voir,Danse contemporaine / Sortie de résidence / Cie Ô HaZart | Avec Mostafa Ahbourrou,07/05/2026,Centre culturel Renan,Toulouse,43.636404,1.442497,
25451460,25451460_0,"Événement : Vernissage Refuge. Arts visuels - Noémie Mangin et Caroline Leclerc Date : 07/05/2026. Lieu : Centre culturel Bonnefoy, Toulouse.",Vernissage Refuge,Arts visuels - Noémie Mangin et Caroline Leclerc,07/05/2026,Centre culturel Bonnefoy,Toulouse,43.61631,1.453587,
18291378,18291378_0,"Événement : Cool de source. Théâtre - Cie À Côté de la flaque - Sortie de résidence - Dans le cadre du Lido fait son cirque Date : 07/05/2026. Lieu : Centre Culturel Théâtre des Mazades, Toulouse. Catégorie : {'fr': ['ToutUnCirque2026']}.",Cool de source,Théâtre - Cie À Côté de la flaque - Sortie de résidence - Dans le cadre du Lido fait son cirque,07/05/2026,Centre Culturel Théâtre des Mazades,Toulouse,43.623787,1.438561,{'fr': ['ToutUnCirque2026']}
84612080,84612080_0,"Événement : [ANNULÉ] Les tableaux chantants. Musique - Sortie de résidence - Michel Fourcade and ze Princess - Chansons poétiques et interactives Date : 07/05/2026. Lieu : Centre Culturel Espace Job, Toulouse.",[ANNULÉ] Les tableaux chantants,Musique - Sortie de résidence - Michel Fourcade and ze Princess - Chansons poétiques et interactives,07/05/2026,Centre Culturel Espace Job,Toulouse,43.616141,1.40822,
9501810,9501810_0,"Événement : Identités remarquables. Cirque - Groupe de création des Circastics du Lido | 12½ -17½ ans - Dans le cadre du Lido fait son cirque aux Mazades Date : 06/05/2026. Lieu : Centre Culturel Théâtre des Mazades, Toulouse. Catégorie : {'fr': ['ToutUnCirque2026']}.",Identités remarquables,Cirque - Groupe de création des Circastics du Lido | 12½ -17½ ans - Dans le cadre du Lido fait son cirque aux Mazades,06/05/2026,Centre Culturel Théâtre des Mazades,Toulouse,43.623787,1.438561,{'fr': ['ToutUnCirque2026']}
86078289,86078289_0,"Événement : Soirée de sélection #1 Décroche le Son !. Tremplin musical Date : 05/05/2026. Lieu : Centre culturel Bonnefoy, Toulouse. Catégorie : {'fr': ['DLS2026']}.",Soirée de sélection #1 Décroche le Son !,Tremplin musical,05/05/2026,Centre culturel Bonnefoy,Toulouse,43.61631,1.453587,{'fr': ['DLS2026']}
32175512,32175512_0,"Événement : Paul & Máx. Cirque - Cie Eliane Date : 30/04/2026. Lieu : Centre Culturel Saint-Cyprien, Toulouse.",Paul & Máx,Cirque - Cie Eliane,30/04/2026,Centre Culturel Saint-Cyprien,Toulouse,43.598381,1.430785,
33202322,33202322_0,"Événement : Village Tibule. Jeune public / Design et architecture / Le Petit Perchoir / Dans le cadre du festival Mes Poissons d'avril / Dès 3 ans Date : 22/04/2026. Lieu : Centre culturel Bellegarde, Toulouse. Catégorie : {'fr': ['MPA2026']}.",Village Tibule,Jeune public / Design et architecture / Le Petit Perchoir / Dans le cadre du festival Mes Poissons d'avril / Dès 3 ans,22/04/2026,Centre culturel Bellegarde,Toulouse,43.608497,1.444499,{'fr': ['MPA2026']}
7358689,7358689_0,"Événement : De ces instants éphémères, seul mon esprit gardera souvenirs. Exposition / Photographie / Jehanne SBX Date : 07/04/2026. Lieu : Centre culturel Reynerie, Toulouse.","De ces instants éphémères, seul mon esprit gardera souvenirs",Exposition / Photographie / Jehanne SBX,07/04/2026,Centre culturel Reynerie,Toulouse,43.572068,1.403253,
74764361,74764361_0,"Événement : La Toute Petite Vague. Jeune public / Chorégraphie et manipulation de matières / Dans le cadre du festival Mes Poissons d'avril / Dès 2 ans Date : 29/04/2026. Lieu : Centre culturel Henri-Desbals, Toulouse. Catégorie : {'fr': ['MPA2026']}.",La Toute Petite Vague,Jeune public / Chorégraphie et manipulation de matières / Dans le cadre du festival Mes Poissons d'avril / Dès 2 ans,29/04/2026,Centre culturel Henri-Desbals,Toulouse,43.579486,1.411946,{'fr': ['MPA2026']}
36036421,36036421_0,"Événement : Paysages lumineux. Jeune public / Installation sensorielle pour l’exploration, la construction et l’imaginaire / Cie les Bricoleuses / Dès 6 mois / Dans le cadre du festival Mes Poissons d'avril Date : 22/04/2026. Lieu : Centre culturel Bellegarde, Toulouse. Catégorie : {'fr': ['MPA2026']}.",Paysages lumineux,"Jeune public / Installation sensorielle pour l’exploration, la construction et l’imaginaire / Cie les Bricoleuses / Dès 6 mois / Dans le cadre du festival Mes Poissons d'avril",22/04/2026,Centre culturel Bellegarde,Toulouse,43.608497,1.444499,{'fr': ['MPA2026']}
39821958,39821958_0,"Événement : Performance inédite, en lien avec Paysages Lumineux. Jeune public / Arts croisés & installation sensorielle / Cie les Bricoleuses / Dans le cadre du festival Mes Poissons d'avril / Dès 18 mois Date : 25/04/2026. Lieu : Centre culturel Bellegarde, Toulouse. Catégorie : {'fr': ['MPA2026']}.","Performance inédite, en lien avec Paysages Lumineux",Jeune public / Arts croisés & installation sensorielle / Cie les Bricoleuses / Dans le cadre du festival Mes Poissons d'avril / Dès 18 mois,25/04/2026,Centre culturel Bellegarde,Toulouse,43.608497,1.444499,{'fr': ['MPA2026']}
35682237,35682237_0,"Événement : Les manipulations d'éveil aux sciences. Jeune public / Exposition itinérante et interactive / En partenariat avec le Quai des Savoirs Toulouse Métropole / Dans le cadre du festival Mes Poissons d'avril / Dès 2 ans Date : 14/04/2026. Lieu : Centre culturel La Brique Rouge, Toulouse. Catégorie : {'fr': ['MPA2026']}.",Les manipulations d'éveil aux sciences,Jeune public / Exposition itinérante et interactive / En partenariat avec le Quai des Savoirs Toulouse Métropole / Dans le cadre du festival Mes Poissons d'avril / Dès 2 ans,14/04/2026,Centre culturel La Brique Rouge,Toulouse,43.578174,1.438712,{'fr': ['MPA2026']}
96462536,96462536_0,"Événement : Le labyrinthe. Jeune public / Installation poétique pour le jeu, la rêverie et la lecture / Cie les Bricoleuses / Dans le cadre du festival Mes Poissons d'avril / Dès 9 mois Date : 23/04/2026. Lieu : Centre culturel Reynerie, Toulouse. Catégorie : {'fr': ['MPA2026']}.",Le labyrinthe,"Jeune public / Installation poétique pour le jeu, la rêverie et la lecture / Cie les Bricoleuses / Dans le cadre du festival Mes Poissons d'avril / Dès 9 mois",23/04/2026,Centre culturel Reynerie,Toulouse,43.572068,1.403253,{'fr': ['MPA2026']}
11145055,11145055_0,"Événement : Val et la machine à histoires. Théâtre gestuel, accordéon et marionnettes - Compagnie L'Art vagabond - En partenariat avec la MJC Prévert Date : 23/04/2026. Lieu : Centre culturel Henri-Desbals, Toulouse.",Val et la machine à histoires,"Théâtre gestuel, accordéon et marionnettes - Compagnie L'Art vagabond - En partenariat avec la MJC Prévert",23/04/2026,Centre culturel Henri-Desbals,Toulouse,43.579486,1.411946,
41369704,41369704_0,"Événement : Cabariba. Théâtre - Sortie de résidence - Cie Les Folles Capucines Date : 23/04/2026. Lieu : Centre Culturel Saint-Cyprien, Toulouse.",Cabariba,Théâtre - Sortie de résidence - Cie Les Folles Capucines,23/04/2026,Centre Culturel Saint-Cyprien,Toulouse,43.598381,1.430785,
23556553,23556553_0,"Événement : P'tite Pousse. Jeune public / Rencontre et lecture de l'album / En partenariat avec la librairie le Chameau Sauvage / Dans le cadre du festival Mes Poissons d'avril / Dès 4 ans Date : 22/04/2026. Lieu : Centre Culturel Théâtre des Mazades, Toulouse. Catégorie : {'fr': ['MPA2026']}.",P'tite Pousse,Jeune public / Rencontre et lecture de l'album / En partenariat avec la librairie le Chameau Sauvage / Dans le cadre du festival Mes Poissons d'avril / Dès 4 ans,22/04/2026,Centre Culturel Théâtre des Mazades,Toulouse,43.623787,1.438561,{'fr': ['MPA2026']}
